ppd_id,PlanName,fy,Notes_Fees,NoFeeData,group_fees,group_id,est_proportion,EQTotal_Fee,FITotal_Fee,RETotal_Fee,AltMiscTotal_Fee,PETotal_Fee,HFTotal_Fee,COMDTotal_Fee,CashTotal_Fee,OtherTotal_Fee
78,New York State Teachers,2014,2014 NYSTRS CAFR,,,,,41786,4277,19263,,95125,,,,
78,New York State Teachers,2015,2015 NYSTRS CAFR,,,,,44733,5834,62325,,91491,,,,
78,New York State Teachers,2016,2016 NYSTRS CAFR,,,,,40538,6661,63815,119848,,,,,
78,New York State Teachers,2017,2017 NYSTRS CAFR p74,,,,,43427,7106,65244,124784,,,,,
79,North Carolina Local Government,2005,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2006,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2007,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2008,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2009,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2010,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2011,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2012,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
79,North Carolina Local Government,2013,2013 LGERS TSERS CAFR p44,,1,19,0.24991912,94404,11103,89957,,76107,144632,,,
79,North Carolina Local Government,2014,2014 LGERS TSERS CAFR,,1,19,0.25248155,109103,7617,124687,,71459,177381,,,
79,North Carolina Local Government,2015,2015 LGERS TSERS CAFR,,1,19,0.25526077,114373,4859,193737,,86499,143949,,,
79,North Carolina Local Government,2016,2016 LGERS TSERS CAFR,,1,19,0.25772583,83698,,122383,,104092,116589,,,
79,North Carolina Local Government,2017,2017 LGERS TSERS CAFR p42; Investment expense proportion from NC State CAFR (2017 p164),,1,19,0.26065922,90400,,135300,,121200,152500,,,
80,North Carolina Teachers and State Employees,2005,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2006,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2007,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2008,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2009,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2010,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2011,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2012,No fee data by asset class in plan CAFR,1,,,,,,,,,,,,
80,North Carolina Teachers and State Employees,2013,2013 LGERS TSERS CAFR p44,,1,19,0.7307418,94404,11103,89957,,76107,144632,,,
80,North Carolina Teachers and State Employees,2014,2014 LGERS TSERS CAFR,,1,19,0.72627491,109103,7617,124687,,71459,177381,,,
80,North Carolina Teachers and State Employees,2015,2015 LGERS TSERS CAFR,,1,19,0.72307217,114373,4859,193737,,86499,143949,,,
80,North Carolina Teachers and State Employees,2016,2016 LGERS TSERS CAFR,,1,19,0.72022879,83698,,122383,,104092,116589,,,
80,North Carolina Teachers and State Employees,2017,2017 LGERS TSERS CAFR p42; Investment expense proportion from NC State CAFR (2017 p164),,1,19,0.71702802,90400,,135300,,121200,152500,,,
81,North Dakota PERS,2005,2005 ND PERS CAFR p61,,,,,3367,1740,645,,4086,,,35,
81,North Dakota PERS,2006,2006 ND PERS CAFR,,,,,3890,8469,765,,4467,,,63,
81,North Dakota PERS,2007,2007 ND PERS CAFR,,,,,5810,2688,976,,3050,,,28,
81,North Dakota PERS,2008,2008 ND PERS CAFR,,,,,5858,5086,1101,,1922,,,34,
81,North Dakota PERS,2009,2009 ND PERS CAFR,,,,,3646,3487,1034,,1592,,,7,
81,North Dakota PERS,2010,2010 ND PERS CAFR,,,,,5361,4383,1245,,1623,,,12,
81,North Dakota PERS,2011,2011 ND PERS CAFR,,,,,5602,5830,1144,,1264,,,35,
81,North Dakota PERS,2012,2012 ND PERS CAFR,,,,,4273,1824,1598,,2767,,1687,47,
81,North Dakota PERS,2013,2013 ND PERS CAFR,,,,,4474,5225,2036,,1996,,1421,31,
81,North Dakota PERS,2014,2014 ND PERS CAFR,,,,,5952,3010,2089,,2653,,1128,36,
81,North Dakota PERS,2015,2015 ND PERS CAFR,,,,,5613,3037,2632,,1579,,1501,37,
81,North Dakota PERS,2016,2016 ND PERS CAFR,,,,,4973,2942,2470,,1525,,94,35,
81,North Dakota PERS,2017,2017 ND PERS CAFR p100,,,,,4799,4707,3349,,1336,,1404,18,
82,North Dakota Teachers,2005,2005 ND Retirement and Investment Office Report p68,,1,1,0.54405248,9076,4239,1832,,8323,,,92,
82,North Dakota Teachers,2006,2006 ND Retirement and Investment Office Report p66,,1,1,0.46653771,10219,15920,2666,,8758,,,123,
82,North Dakota Teachers,2007,2007 ND Retirement and Investment Office Report,,1,1,0.5346173,14328,6391,3942,6195,,,,181,
82,North Dakota Teachers,2008,2008 ND Retirement and Investment Office Report,,1,1,0.50590122,14181,11819,4338,3925,,,,199,
82,North Dakota Teachers,2009,2009 ND Retirement and Investment Office Report,,1,1,0.50930446,9430,9422,3813,3219,,,,188,
82,North Dakota Teachers,2010,2010 ND Retirement and Investment Office Report,,1,1,0.50048172,11884,14726,3056,3464,,,,30,
82,North Dakota Teachers,2011,2011 ND Retirement and Investment Office Report,,1,1,0.48964363,11963,11310,3227,2613,,,,63,
82,North Dakota Teachers,2012,2012 ND Retirement and Investment Office Report,,1,1,0.47096989,8720,4348,3339,,5719,,3189,73,
82,North Dakota Teachers,2013,2013 ND Retirement and Investment Office Report,,1,1,0.47237286,9047,11280,4046,,3999,,2859,61,
82,North Dakota Teachers,2014,2014 ND Retirement and Investment Office Report,,1,1,0.46976954,11873,6375,4129,,5284,,2247,62,
82,North Dakota Teachers,2015,2015 ND Retirement and Investment Office Report,,1,1,0.46528992,11000,6232,5191,,3148,,2972,65,
82,North Dakota Teachers,2016,2016 ND Retirement and Investment Office Report ,,1,1,0.45830801,8267,5721,4675,,3040,,182,60,
82,North Dakota Teachers,2017,"2017 ND Retirement and Investment Office Report p93; There is currently no plan CAFR for ND Teachers; fee data from State Investment Board Report, which reports ND Teachers fees in aggregate w/ ND PERS fees.  Need to separate out by using income statement expense ratios. ",,1,1,0.44520143,7440,8974,6103,,2662,,2755,40,
83,NY State & Local ERS,2005,2005 ERS PFRS CAFR p62,,1,20,0.84830177,113775,,52173,106596,,,,,
83,NY State & Local ERS,2006,2006 ERS PFRS CAFR p70,,1,20,0.84922206,138147,,47108,115618,,,,,
83,NY State & Local ERS,2007,2007 ERS PFRS CAFR p68 (Add together expensed and capitalized fees),,1,20,0.85000169,132143,,63906,,117597,32397,,,
83,NY State & Local ERS,2008,2008 ERS PFRS CAFR p75 (Add together expensed and capitalized fees),,1,20,0.85028696,139306,,246494,,141998,49027,,,
83,NY State & Local ERS,2009,2009 ERS PFRS CAFR p78 (Add together expensed and capitalized fees),,1,20,0.84998679,98790,,96841,,174831,46259,,,
83,NY State & Local ERS,2010,2010 ERS PFRS CAFR p82+ (Add together expensed and capitalized fees),,1,20,0.84953004,104782,,102468,,170634,48759,,,
83,NY State & Local ERS,2011,2011 ERS PFRS CAFR p85+ (Add together expensed and capitalized fees); 2011+ includes management fees and incentive fees for real estate and absolute return. ,,1,20,0.84939009,107350,,106949,,149934,123728,,,
83,NY State & Local ERS,2012,2012 ERS PFRS CAFR p84+ (Add together expensed and capitalized fees),,1,20,0.84917879,89765,,127765,,160448,116733,,,
83,NY State & Local ERS,2013,2013 ERS PFRS CAFR p86+ (Add together expensed and capitalized fees),,1,20,0.84907782,99166,,84889,,151241,171671,,,
83,NY State & Local ERS,2014,2014 ERS PFRS CAFR p91+ (Add together expensed and capitalized fees),,1,20,0.84940559,116011,313,77910,,160696,255311,,,
83,NY State & Local ERS,2015,2015 ERS PFRS CAFR p99+ (Add together expensed and capitalized fees),,1,20,0.85031772,123609,1606,72671,,162481,243019,4410,,
83,NY State & Local ERS,2016,2016 ERS PFRS CAFR p103+ (Add together expensed and capitalized fees),,1,20,0.84998012,128371,12717,71653,,159944,183713,14189,,
83,NY State & Local ERS,2017,2017 ERS PFRS CAFR p105+ (Add together expensed and capitalized fees); p42 for investment expense proportion ,,1,20,0.85014158,144532,12009,80870,,211781,229821,12188,,
84,NY State & Local Police & Fire,2005,2005 ERS PFRS CAFR p62,,1,20,0.1516982,113775,,52173,106596,,,,,
84,NY State & Local Police & Fire,2006,2006 ERS PFRS CAFR p70,,1,20,0.15077794,138147,,47108,115618,,,,,
84,NY State & Local Police & Fire,2007,2007 ERS PFRS CAFR p68 (Add together expensed and capitalized fees),,1,20,0.14999828,132143,,63906,,117597,32397,,,
84,NY State & Local Police & Fire,2008,2008 ERS PFRS CAFR p75 (Add together expensed and capitalized fees),,1,20,0.14971302,139306,,246494,,141998,49027,,,
84,NY State & Local Police & Fire,2009,2009 ERS PFRS CAFR p78 (Add together expensed and capitalized fees),,1,20,0.15001324,98790,,96841,,174831,46259,,,
84,NY State & Local Police & Fire,2010,2010 ERS PFRS CAFR p82+ (Add together expensed and capitalized fees),,1,20,0.15046999,104782,,102468,,170634,48759,,,
84,NY State & Local Police & Fire,2011,2011 ERS PFRS CAFR p85+ (Add together expensed and capitalized fees),,1,20,0.15060993,107350,,106949,,149934,123728,,,
84,NY State & Local Police & Fire,2012,2012 ERS PFRS CAFR p84+ (Add together expensed and capitalized fees),,1,20,0.15082119,89765,,127765,,160448,116733,,,
84,NY State & Local Police & Fire,2013,2013 ERS PFRS CAFR p86+ (Add together expensed and capitalized fees),,1,20,0.15092219,99166,,84889,,151241,171671,,,
84,NY State & Local Police & Fire,2014,2014 ERS PFRS CAFR p91+ (Add together expensed and capitalized fees),,1,20,0.15059444,116011,313,77910,,160696,255311,,,
84,NY State & Local Police & Fire,2015,2015 ERS PFRS CAFR p99+ (Add together expensed and capitalized fees),,1,20,0.14968225,123609,1606,72671,,162481,243019,4410,,
84,NY State & Local Police & Fire,2016,2016 ERS PFRS CAFR p103+ (Add together expensed and capitalized fees),,1,20,0.15001988,128371,12717,71653,,159944,183713,14189,,
84,NY State & Local Police & Fire,2017,2017 ERS PFRS CAFR p105+ (Add together expensed and capitalized fees); p42 for investment expense proportion ,,1,20,0.14985842,144532,12009,80870,,211781,229821,12188,,
85,Ohio PERS,2005,2005 OPERS CAFR p71,,,,,39529,6389,23756,,17323,,,,88
85,Ohio PERS,2006,2006 OPERS CAFR p87,,,,,48970,8410,24121,,29206,,,,79
85,Ohio PERS,2007,2007 OPERS CAFR p68,,,,,48390,7832,29040,,24621,,,,
85,Ohio PERS,2008,2008 OPERS CAFR p90,,,,,39870,5156,29585,,32769,,,,
85,Ohio PERS,2009,2009 OPERS CAFR,,,,,29414,2991,36451,,38446,,,,
85,Ohio PERS,2010,2010 OPERS CAFR,,,,,36381,6292,39718,,35087,,,,
85,Ohio PERS,2011,2011 OPERS CAFR,,,,,52498,10401,49605,,62876,3307,,,
85,Ohio PERS,2012,2012 OPERS CAFR p97; DB fees only,,,,,66221,16422,51730,,72292,33730,,,
85,Ohio PERS,2013,2013 OPERS CAFR p102; DB fees only,,,,,73055,25187,52162,,74967,115063,,,
85,Ohio PERS,2014,2014 OPERS CAFR p102; DB fees only,,,,,65601,28816,53464,,81101,89736,,,
85,Ohio PERS,2015,2015 OPERS CAFR p98; DB fees only,,,,,57025,29903,50103,,122824,137508,,,
85,Ohio PERS,2016,2016 OPERS CAFR p108; DB fees only,,,,,52709,29874,65425,,174271,154803,,,
85,Ohio PERS,2017,2017 OPERS CAFR p108; DB fees only,,,,,61338,28107,84441,,209998,185129,,,
86,Ohio Police & Fire,2005,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2006,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2007,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2008,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2009,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2010,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2011,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2012,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2013,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2014,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2015,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2016,,1,,,,,,,,,,,,
86,Ohio Police & Fire,2017,No fee data by asset class - only by manager,1,,,,,,,,,,,,
87,Ohio School Employees,2005,2005 OH SERS CAFR p39,,,,,16555,3253,7561,,6786,,,,
87,Ohio School Employees,2006,2006 OH SERS CAFR p39,,,,,19687,3343,11004,,8683,,,,
87,Ohio School Employees,2007,2007 OH SERS CAFR p42,,,,,23075,3337,13005,,10358,,,,
87,Ohio School Employees,2008,2008 OH SERS CAFR,,,,,26655,4141,20651,,16694,,,,
87,Ohio School Employees,2009,2009 OH SERS CAFR,,,,,17463,7812,12584,,19842,,,,
87,Ohio School Employees,2010,2010 OH SERS CAFR,,,,,26604,9448,11205,,20017,,,,
87,Ohio School Employees,2011,2011 OH SERS CAFR,,,,,21222,4060,11889,,19311,21295,,,
87,Ohio School Employees,2012,2012 OH SERS CAFR,,,,,21230,4210,13888,,15360,23032,,,
87,Ohio School Employees,2013,2013 OH SERS CAFR,,,,,22186,4478,12290,,18024,24201,,,
87,Ohio School Employees,2014,2014 OH SERS CAFR,,,,,21840,4420,12206,,18393,22674,,,
87,Ohio School Employees,2015,2015 OH SERS CAFR,,,,,19672,4737,13727,,14801,24236,,167,
87,Ohio School Employees,2016,2016 OH SERS CAFR,,,,,16303,4420,17805,,15847,21700,,2859,
87,Ohio School Employees,2017,2017 OH SERS CAFR p51,,,,,20665,4247,20354,,17666,21232,,1636,
88,Ohio Teachers,2005,2006 OH TRS CAFR p35,,,,,36343,4932,10485,45454,,,,,
88,Ohio Teachers,2006,2006 OH TRS CAFR p35,,,,,50426,5243,12708,54845,,,,,
88,Ohio Teachers,2007,2007 OH TRS CAFR p37,,,,,51266,5207,16667,46830,,,,,
88,Ohio Teachers,2008,2008 OH TRS CAFR,,,,,50204,5315,18898,52811,,,,,
88,Ohio Teachers,2009,2009 OH TRS CAFR,,,,,35469,4400,20792,65390,,,,,
88,Ohio Teachers,2010,2010 OH TRS CAFR,,,,,35516,4388,19999,69892,,,,,
88,Ohio Teachers,2011,2011 OH TRS CAFR,,,,,35585,5188,21301,77870,,,,,
88,Ohio Teachers,2012,2012 OH TRS CAFR,,,,,33685,5477,18386,94769,,,,,
88,Ohio Teachers,2013,2013 OH TRS CAFR,,,,,35571,5920,20047,100346,,,,,
88,Ohio Teachers,2014,2014 OH TRS CAFR,,,,,38341,7074,18952,104837,,,,,
88,Ohio Teachers,2015,2015 OH TRS CAFR,,,,,42131,8364,20256,111615,,,,,
88,Ohio Teachers,2016,2016 OH TRS CAFR,,,,,40041,7268,15879,136521,,,,,
88,Ohio Teachers,2017,2017 OH TRS CAFR p40,,,,,42999,6578,18061,144521,,,,,
89,Oklahoma PERS,2005,2006 OPERS CAFR p53,,,,,4753,1806,,,,,,,
89,Oklahoma PERS,2006,2007 OPERS CAFR p53,,,,,3460,2370,,,,,,,
89,Oklahoma PERS,2007,2007 OPERS CAFR p53,,,,,3301,2655,,,,,,,
89,Oklahoma PERS,2008,2008 OPERS CAFR,,,,,3231,2331,,,,,,,
89,Oklahoma PERS,2009,2009 OPERS CAFR,,,,,3457,1914,,,,,,,
89,Oklahoma PERS,2010,2010 OPERS CAFR,,,,,3469,2744,,,,,,,
89,Oklahoma PERS,2011,2011 OPERS CAFR,,,,,4200,2995,,,,,,,
89,Oklahoma PERS,2012,2012 OPERS CAFR,,,,,5118,2021,,,,,,,
89,Oklahoma PERS,2013,2013 OPERS CAFR,,,,,5256,3376,,,,,,,
89,Oklahoma PERS,2014,2014 OPERS CAFR,,,,,6432,2276,,,,,,,
89,Oklahoma PERS,2015,2015 OPERS CAFR,,,,,9158,2257,,,,,,,
89,Oklahoma PERS,2016,2016 OPERS CAFR,,,,,5570,1903,,,,,,,
89,Oklahoma PERS,2017,2017 OPERS CAFR p50,,,,,8219,1954,,,,,,,
90,Oklahoma Teachers,2005,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2006,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2007,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2008,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2009,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2010,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2011,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2012,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2013,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2014,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2015,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2016,No fee data broken down by asset class,1,,,,,,,,,,,,
90,Oklahoma Teachers,2017,No fee data broken down by asset class,1,,,,,,,,,,,,
91,Oregon PERS,2005,2005 OR PERS CAFR p55,,,,,69209,12607,43020,4541,44672,,,,
91,Oregon PERS,2006,2006 OR PERS CAFR p57,,,,,84574,12807,68090,4211,38628,,,,
91,Oregon PERS,2007,2007 OR PERS CAFR p63,,,,,91717,13827,28561,12729,71288,,,,
91,Oregon PERS,2008,2008 OR PERS CAFR p57,,,,,92058,14514,34210,6578,81340,,,,
91,Oregon PERS,2009,2009 OR PERS CAFR p55,,,,,56363,19305,41873,,139901,4903,,,
91,Oregon PERS,2010,2010 OR PERS CAFR,,,,,66054,21678,25959,,126151,2924,,,
91,Oregon PERS,2011,2011 OR PERS CAFR,,,,,74471,24882,31492,,129780,7353,,,
91,Oregon PERS,2012,2012 OR PERS CAFR,,,,,65787,26434,27508,,120964,2448,4829,,
91,Oregon PERS,2013,2013 OR PERS CAFR,,,,,71304,29838,46728,,158386,10241,16123,,
91,Oregon PERS,2014,2014 OR PERS CAFR,,,,,80855,28571,38396,,220227,9266,19291,,
91,Oregon PERS,2015,2015 OR PERS CAFR,,,,,83411,32383,70651,,197072,12282,32652,,
91,Oregon PERS,2016,2016 OR PERS CAFR,,,,,72478,30561,72287,,198093,15141,40597,,
91,Oregon PERS,2017,2017 OR PERS CAFR p97 ,,,,,72775,22231,71654,,231579,16995,68761,,
92,Pennsylvania School Employees,2005,2005 PSERS CAFR p64; add together private equity and venture capital fees,,,,,51982,14457,31008,,84947,,,1172,
92,Pennsylvania School Employees,2006,2006 PSERS CAFR,,,,,88154,12851,35249,,66341,,,303,
92,Pennsylvania School Employees,2007,2007 PSERS CAFR,,,,,145435,14124,45607,,96015,,3547,,
92,Pennsylvania School Employees,2008,2008 PSERS CAFR,,,,,124159,33886,79884,,132710,,15975,,
92,Pennsylvania School Employees,2009,2009 PSERS CAFR,,,,,46058,57424,98735,,185432,64416,12576,,
92,Pennsylvania School Employees,2010,2010 PSERS CAFR,,,,,37446,58355,83687,,178183,137360,14736,,
92,Pennsylvania School Employees,2011,2011 PSERS CAFR,,,,,34928,65444,87293,,156980,138931,16610,,
92,Pennsylvania School Employees,2012,2012 PSERS CAFR,,,,,25094,64644,74758,,141724,141458,19517,,
92,Pennsylvania School Employees,2013,2013 PSERS CAFR,,,,,30228,118293,75006,,142177,154914,17409,,
92,Pennsylvania School Employees,2014,2014 PSERS CAFR,,,,,21443,81835,73926,,128084,146778,11334,,
92,Pennsylvania School Employees,2015,2015 PSERS CAFR,,,,,26462,84289,68955,,114099,130149,8235,,
92,Pennsylvania School Employees,2016,2016 PSERS CAFR,,,,,27483,81796,52006,,107825,122692,4032,,
92,Pennsylvania School Employees,2017,2017 PSERS CAFR p75,,,,,28147,108525,50609,,111247,152084,4132,,
93,Pennsylvania State ERS,2005,2005 PA SERS CAFR p27,,,,,90037,16388,33437,84439,,,6124,,
93,Pennsylvania State ERS,2006,2006 PA SERS CAFR,,,,,141968,19666,22826,93138,,,7466,,
93,Pennsylvania State ERS,2007,2007 PA SERS CAFR,,,,,115015,32162,42097,115178,,22689,,,
93,Pennsylvania State ERS,2008,2008 PA SERS CAFR,,,,,88531,30650,32572,122336,,20318,,,
93,Pennsylvania State ERS,2009,2009 PA SERS CAFR,,,,,22429,20416,28185,133691,,44963,,,
93,Pennsylvania State ERS,2010,2010 PA SERS CAFR p27,,,,,22633,22927,28069,116391,,37175,,,
93,Pennsylvania State ERS,2011,2011 PA SERS CAFR,,,,,18711,24009,25435,99166,,21695,,,
93,Pennsylvania State ERS,2012,2012 PA SERS CAFR,,,,,16187,11844,42478,,87125,13965,,349,
93,Pennsylvania State ERS,2013,2013 PA SERS CAFR,,,,,20560,9700,41400,,75743,14826,,353,
93,Pennsylvania State ERS,2014,2014 PA SERS CAFR,,,,,27581,11130,49507,,70185,18425,,555,
93,Pennsylvania State ERS,2015,2015 PA SERS CAFR,,,,,24014,11153,36628,,69328,16249,,559,
93,Pennsylvania State ERS,2016,2016 PA SERS CAFR,,,,,29221,13512,33889,,69667,13158,,,
93,Pennsylvania State ERS,2017,2017 PA SERS CAFR p39,,,,,21552,9176,20392,,63144,12277,,,
94,Phoenix ERS,2005,No fee data by asset class; only by individual manager,1,,,,,,,,,,,,
94,Phoenix ERS,2006,No fee data by asset class; only by individual manager,1,,,,,,,,,,,,
94,Phoenix ERS,2007,No fee data by asset class; only by individual manager,1,,,,,,,,,,,,
94,Phoenix ERS,2008,2008 COPERS CAFR p57,,,,,4869,839,2130,,,,1048,,
94,Phoenix ERS,2009,2009 COPERS CAFR,,,,,3645,794,2096,,,222,976,,
94,Phoenix ERS,2010,2010 COPERS CAFR,,,,,3838,842,2119,,,1307,483,,
94,Phoenix ERS,2011,2011 COPERS CAFR,,,,,3746,1329,1798,,,1595,117,,
94,Phoenix ERS,2012,2012 COPERS CAFR,,,,,3832,1262,2599,,,1696,220,,
94,Phoenix ERS,2013,2013 COPERS CAFR,,,,,3812,1406,2695,,,1364,287,,
94,Phoenix ERS,2014,2014 COPERS CAFR,,,,,5283,1466,3238,,,2014,,,
94,Phoenix ERS,2015,2015 COPERS CAFR,,,,,5741,1712,4101,,148,2627,,,
94,Phoenix ERS,2016,2016 COPERS CAFR,,,,,5673,1648,4665,,475,2529,,,
94,Phoenix ERS,2017,2017 COPERS CAFR p73,,,,,6054,1598,5417,,594,3085,,,
95,Rhode Island ERS,2005,2005 SIC Report p20; ERS AND MERS fees repoted in aggregate,,1,3,0.86825716,9092,3178,289,4617,,,,,
95,Rhode Island ERS,2006,2006 SIC Report p32; ERS AND MERS fees repoted in aggregate,,1,3,0.87643987,10592,3360,200,5490,,,,,
95,Rhode Island ERS,2007,2007 SIC Report p30; ERS AND MERS fees repoted in aggregate,,1,3,0.8563838,12466,3517,860,6009,,,,,
95,Rhode Island ERS,2008,2008 SIC Report p37; ERS AND MERS fees repoted in aggregate,,1,3,0.85743034,12515,3112,1804,7351,,,,,
95,Rhode Island ERS,2009,2009 SIC Report p34; ERS AND MERS fees repoted in aggregate,,1,3,0.85414076,10238,2979,1584,7027,,,,,
95,Rhode Island ERS,2010,2010 SIC Report p39; ERS AND MERS fees repoted in aggregate,,1,3,0.84271061,2036,3069,2867,4771,,,,,
95,Rhode Island ERS,2011,2011 SIC Report p33; ERS AND MERS fees repoted in aggregate,,1,3,0.84246624,2259,3273,2394,4630,,,,,
95,Rhode Island ERS,2012,2012 SIC Report p28; ERS AND MERS fees repoted in aggregate,,1,3,0.83817393,2212,3433,1349,3791,,,,,
95,Rhode Island ERS,2013,2013 SIC Report p41; ERS AND MERS fees repoted in aggregate,,1,3,0.83421034,992,2082,1640,4338,,28,,,
95,Rhode Island ERS,2014,2014 SIC Report p46; ERS AND MERS fees repoted in aggregate,,1,3,0.82164913,1141,1784,1626,,9513,1554,,,
95,Rhode Island ERS,2015,2015 SIC Report p46; ERS AND MERS fees repoted in aggregate; See p15 2015 plan CAFR for investment expense proportions. ,,1,3,0.81703049,1151,1802,1599,,6555,1269,,,
95,Rhode Island ERS,2016,2016 SIC Report p52; ERS AND MERS fees repoted in aggregate; ,,1,3,0.81139052,981,1788,2870,,7863,1074,829,,
95,Rhode Island ERS,2017,2017 SIC Report p46; ERS AND MERS fees repoted in aggregate; Investment expense proportion data from 2017 ERSRI MERS CAFR p33,,1,3,0.80588728,763,1696,2067,,8621,1014,1279,,
96,Rhode Island Municipal,2005,2005 SIC Report p20; ERS AND MERS fees repoted in aggregate,,1,3,0.13174284,9092,3178,289,4617,,,,,
96,Rhode Island Municipal,2006,2006 SIC Report p32; ERS AND MERS fees repoted in aggregate,,1,3,0.12356014,10592,3360,200,5490,,,,,
96,Rhode Island Municipal,2007,2007 SIC Report p30; ERS AND MERS fees repoted in aggregate,,1,3,0.14361617,12466,3517,860,6009,,,,,
96,Rhode Island Municipal,2008,2008 SIC Report p37; ERS AND MERS fees repoted in aggregate,,1,3,0.14256965,12515,3112,1804,7351,,,,,
96,Rhode Island Municipal,2009,2009 SIC Report p34; ERS AND MERS fees repoted in aggregate,,1,3,0.14585927,10238,2979,1584,7027,,,,,
96,Rhode Island Municipal,2010,2010 SIC Report p39; ERS AND MERS fees repoted in aggregate,,1,3,0.1572894,2036,3069,2867,4771,,,,,
96,Rhode Island Municipal,2011,2011 SIC Report p33; ERS AND MERS fees repoted in aggregate,,1,3,0.15753378,2259,3273,2394,4630,,,,,
96,Rhode Island Municipal,2012,2012 SIC Report p28; ERS AND MERS fees repoted in aggregate,,1,3,0.16182606,2212,3433,1349,3791,,,,,
96,Rhode Island Municipal,2013,2013 SIC Report p41; ERS AND MERS fees repoted in aggregate,,1,3,0.16578966,992,2082,1640,4338,,28,,,
96,Rhode Island Municipal,2014,2014 SIC Report p46; ERS AND MERS fees repoted in aggregate,,1,3,0.1783509,1141,1784,1626,,9513,1554,,,
96,Rhode Island Municipal,2015,2015 SIC Report p46; ERS AND MERS fees repoted in aggregate; See p15 2015 plan CAFR for investment expense proportions. ,,1,3,0.18296953,1151,1802,1599,,6555,1269,,,
96,Rhode Island Municipal,2016,2016 SIC Report p52; ERS AND MERS fees repoted in aggregate; ,,1,3,0.18860947,981,1788,2870,,7863,1074,829,,
96,Rhode Island Municipal,2017,2017 SIC Report p46; ERS AND MERS fees repoted in aggregate; Investment expense proportion data from 2017 ERSRI MERS CAFR p33,,1,3,0.19411269,763,1696,2067,,8621,1014,1279,,
97,San Diego County,2005,2005 SDCERA CAFR p44,,,,,11247,7917,892,,4362,,,,7794
97,San Diego County,2006,2006 SDCERA CAFR,,,,,12489,10292,1675,,4674,,,,37953
97,San Diego County,2007,2007 SDCERA CAFR,,,,,13981,11359,1821,,4957,,,,30354
97,San Diego County,2008,2008 SDCERA CAFR,,,,,12918,11968,3150,,6537,593,1044,,15391
97,San Diego County,2009,2009 SDCERA CAFR,,,,,8052,7984,3078,,6924,3862,1752,,2413
97,San Diego County,2010,2010 SDCERA CAFR,,,,,8402,12015,2226,,7236,5241,2572,,
97,San Diego County,2011,2011 SDCERA CAFR,,,,,4421,6512,6818,,8634,42931,6526,,
97,San Diego County,2012,2012 SDCERA CAFR,,,,,3761,5252,9484,,9472,35959,9749,2773,
97,San Diego County,2013,2013 SDCERA CAFR,,,,,4188,5024,11406,,11919,33277,12496,2510,
